"ArtNumber";"Title";"Description_Short";"DisplayPrice";"Img_url";"Deeplink1";"ProductCategoryID";"ProductCategoryName";"CF_MPN";"CF_Verfügbarkeit";"CF_Versandkosteninfo";"CF_Store-ID";"CF_Provisionsgruppe"
"134221";"Speck Presidio Mount, Schutzhülle für iPhone XS/X, schwarz";"Schützen Sie Ihr iPhone XS und iPhone X mit der Speck Presidio MOUNT Schutzhülle. Das hochwertige Polycarbonat im matten Design sorgt dabei für ausreichend Schutz vor dem täglichen Verschleiß. Praktische Schutzhülle für das iPhone XS & X Hochwertiges Material dank Polycarbonat Erhöhte Kanten für zusätzlichen Schutz Integrierte Magnete für Halterungen Kompatibel mit Qi Wireless Verzichten Sie auf nichts Neben dem umfassenden Schutz der Rückseite Ihres iPhone XS und X ist dank erhöhter Kanten Ihr";"14.99 EUR";"https://www.gravis.de/p/1/speck-presidio-mount-schutzhuelle-fuer-iphone-x-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-XS/Speck-Presidio-Mount-Schutzhuelle-fuer-iPhone-XS-X-schwarz-134221.html?campaign=standard";28818509;"Taschen & Hüllen > für Apple iPhone > für iPhone XS";"104181-1050";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200113 200126 200168 208116 400000";"Zubehör"
"134050";"Decoded Slim Cover, Leder-Schutzhülle für iPad Pro 12,9´´, schwarz";"Das Decoded Slim Cover passt perfekt zum Design Ihres iPad Pro 12,9 2017. Die schlanke, handgefertigte Abdeckung schaltet beim Aufklappen das Display automatisch ein und ermöglicht einen einfachen Zugang zum Tablet. Integrierte Magneten geben der Abdeckung Halt und ermöglichen es Ihnen, das iPad in zwei verschiedenen Winkeln aufzustellen. Leder-Schutzhülle für das iPad Pro 12,9 2017 Magnetische Abdeckung Verstellbarer Winkel Gummierte Kunststoff-Hülle mit Leder-Elementen Hält, was es verspricht";"49.99 EUR";"https://www.gravis.de/p/1/decoded-slim-cover-leder-schutzhuelle-fuer-ipad-pro-12-926quot-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPad/fuer-iPad-Pro-12-9-Zoll/Decoded-Slim-Cover-Leder-Schutzhuelle-fuer-iPad-Pro-12-9-Zoll-schwarz-134050.html?campaign=standard";16853087;"Taschen & Hüllen > für Apple iPad > für iPad Pro 12,9\´´";"D5IPAPSC1BK";"";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200122 200123 200156 200159 206141 400050";"Standard"
"134006";"FOSSIL Explorist, Hybrid Smartwatch, mit Lederarmband, dunkelbraun";"Die Touchscreen-Smartwatch kommt mit dem dunkelbraunen Armband im Vintage-Look daher und ist vollgepackt mit smarten Funktionen. Der klassische Uhrenhersteller zeigt mit der Herrenarmbanduhr einmal mehr, dass die Marke nicht nur digitalen Trends gerecht wird, sondern auch problemlos mit den Groen auf dem Smartwatch-Markt mithalten kann. Touchscreen-Smartwatch mit dunkelbraunem EchtlederarmbandIndividuell einstellbares Zifferblatt-Design Display mit Vollbildanzeige ohne Flat-Tire-Effekt";"238.90 EUR";"https://www.gravis.de/p/1/fossil-q-explorist-hybrid-smartwatch-mit-lederarmband-dunkelbraun_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Smart-Tech/Smart-Health/Smartwatch/FOSSIL-Explorist-Hybrid-Smartwatch-mit-Lederarmband-dunkelbraun-134006.html?campaign=standard";16990980;"Smart Tech > Smart Health > Smartwatch";"FTW4003";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000";"Standard"
"134005";"FOSSIL Venture, Damen Smartwatch, Edelstahl, roségold";"Die Fossil Venture Smartwatch der 3. Generation ist mit ihrem roségoldenem Edelstahlarmband und Gehäuse nicht nur modisches Accessoire. Vollgepackt mit smarten Features, von automatischem Aktivitätstracking bis hin zu einstellbaren Zifferblättern, lässt die Damenuhr keine Wünsche offen. Touchscreen-Smartwatch mit Edelstahlarmband Always-On-Display mit Vollbildanzeige Mit Google-Wear-OS-Betriebssystem für iOS und Android Unterstützt induktives Laden Individuell einstellbares Zifferblatt";"248.90 EUR";"https://www.gravis.de/p/1/fossil-q-venture-damen-smartwatch-edelstahl-rosC3A9gold_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Smart-Tech/Smart-Health/Smartwatch/FOSSIL-Venture-Damen-Smartwatch-Edelstahl-rosegold-134005.html?campaign=standard";16990980;"Smart Tech > Smart Health > Smartwatch";"FTW6000";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000";"Standard"
"134003";"FOSSIL Venture, Damen Smartwatch, Lederarmband, roségold/sand";"Die Fossil Venture Smartwatch der 3. Generation verleiht mit ihrem sandfarbenen Lederarmband und dem rosÂgoldenen GehÂuse jedem Outfit einen natÂrlichen Schick, ohne sich aufzudrÂngen. Vollgepackt mit smarten Features, von automatischem AktivitÂtstracking bis hin zu einstellbaren ZifferblÂttern, lÂsst die Damenuhr keine WÂnsche offen. Touchscreen-Smartwatch mit Echtlederarmband Always-On-Display mit Vollbildanzeige Mit Google-Wear-OS-Betriebssystem fÂr iOS und Android UnterstÂtzt induktives";"238.90 EUR";"https://www.gravis.de/p/1/fossil-q-venture-damen-smartwatch-lederarmband-rosC3A9gold-sand_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Smart-Tech/Smart-Health/Smartwatch/FOSSIL-Venture-Damen-Smartwatch-Lederarmband-rosegold-sand-134003.html?campaign=standard";16990980;"Smart Tech > Smart Health > Smartwatch";"FTW6005";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000";"Standard"
"133892";"HyperDrive PRO, 8-in-2-Hub mit Mini Displayport, für Rechner mit 2x USB-C";"Der hochwertige HyperDrive PRO 8-in-2-Hub lässt keine Wünsche offen. Mit dem kompakten Hub haben Sie in jeder Lebenslage alles dabei, was Sie benötigen. Die verschiedenen Anschlüsse sorgen dabei für eine Vielzahl an Einsatzmöglichkeiten. 8-in-2 Multiport-Hub Für MacBooks mit 2x USB-C Viele Anschlussmöglichkeiten Plug & Play Hochwertiges Aluminium Aus 2 macht 8 Mit dem HyperDrive PRO 8-in-2 Hub benötigen Sie keine unzähligen Adapter mehr. Machen Sie einfach aus zwei Anschlüssen Ihres MacBooks";"79.99 EUR";"https://www.gravis.de/p/1/hyper-drive-pro-multi-hub-mit-mini-displayport-fuer-rechner-mit-2x-usb-c_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/fuer-Rechner/Adapter-und-kabel/HyperDrive-PRO-8-in-2-Hub-mit-Mini-Displayport-fuer-Rechner-mit-2x-USB-C-133892.html?campaign=standard";17002928;"Zubehör > für Rechner > Adapter & Kabel";"GN28D-GRAY";"";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200136";"Mobile Geräte"
"133309";"PROPEL Star Wars Tie Fighter Drone, Klassik Edition";"PROPEL Star Wars Tie Fighter Drone, Klassik Edition";"91.99 EUR";"https://www.gravis.de/p/1/propel-star-wars-tie-fighter-drone-klassik-edition_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Smart-Tech/Smart-Entertainment/Drohnen-und-Fahrzeuge/PROPEL-Star-Wars-Tie-Fighter-Drone-Klassik-Edition-133309.html?campaign=standard";16990981;"Smart Tech > Smart Entertainment > Drohnen & Fahrzeuge";"SW-1001";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000";"Standard"
"133307";"PROPEL Star Wars X-Wing Drone, Klassik Edition";"PROPEL Star Wars X-Wing Drone, Klassik Edition";"90.99 EUR";"https://www.gravis.de/p/1/propel-star-wars-x-wing-drone-klassik-edition_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Smart-Tech/Smart-Entertainment/Drohnen-und-Fahrzeuge/PROPEL-Star-Wars-X-Wing-Drone-Klassik-Edition-133307.html?campaign=standard";16990981;"Smart Tech > Smart Entertainment > Drohnen & Fahrzeuge";"SW-1002";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000";"Standard"
"133238";"Microsoft Surface Book 2, 13´´, dedizierte GPU, i7, 16 GB RAM, 512GB SSD, silber";"Eine unglaubliche Performance und FlexibilitÂt zeichnete bereits das Microsoft Surface Book aus. Doch mit dem neuen Microsoft Surface Book 2 halten Sie die Zukunft in Ihren HÂnden. Profitieren Sie vom leistungsstÂrksten und farbintensivsten Surface aller Zeiten, welches einen vielseitigen Laptop, ein handliches Tablet und ein portables Atelier in einem GerÂt vereint. Intel Core i7-Prozessor 16 GB RAM 512 GB SSD 13,5â PixelSense Touchscreen mit 6 Mio. Pixeln 267 ppi Windows 10 Pro schon";"2849.00 EUR";"https://www.gravis.de/p/1/microsoft-surface-book-2-dedizierte-gpu-i7-16-gb-ram-512-gb-ssd-silber_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Notebooks-und-Desktops/Microsoft-Surface/Microsoft-Surface-Book-2/Microsoft-Surface-Book-2-13-Zoll-dedizierte-GPU-i7-16-GB-RAM-512GB-SSD-silber-133238.html?campaign=standard";23449343;"Notebooks & Desktops > Microsoft Surface > Microsoft Surface Book 2";"HNL-00004";"Bestellen wir für Sie";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"";"Standard"
"133193";"Networx Ringo Wassertropfen, Ringhalterung für iPhone, silber";"Networx RINGO sorgt für einen sicheren Halt und erleichtert die einhändige Bedienung Ihres Smartphones. Die Ringhalterung kann außerdem als Handy-Ständer benutzt werden. 360 Grad drehbarer Fingerhalter im angesagten Design Erleichtert die einhändige Bedienung Sorgt für einen sicheren Griff Aus langlebiger und robuster Eisen-Zinklegierung Kann auch als Smartphone-Ständer verwendet werden Praktische Ringhalterung im Tropfen-Look Die RINGO Fingerhalterung von Networx lässt sich im Handumdrehen an";"4.99 EUR";"https://www.gravis.de/p/1/networx-ringo-wassertropfen-ringhalterung-fuer-iphone-silber_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/fuer-Apple-iPhone/Halterungen/Networx-Ringo-Wassertropfen-Ringhalterung-fuer-iPhone-silber-133193.html?campaign=standard";14618474;"Zubehör > für Apple iPhone > Halterungen";"RH-MRS-OD002";"";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200126";"Zubehör"
"133192";"Networx Ringo Wassertropfen, Ringhalterung für iPhone, grau";"Networx RINGO sorgt für einen sicheren Halt und erleichtert die einhändige Bedienung Ihres Smartphones. Die Ringhalterung kann außerdem als Handy-Ständer benutzt werden. 360 Grad drehbarer Fingerhalter im angesagten Design Erleichtert die einhändige Bedienung Sorgt für einen sicheren Griff Aus langlebiger und robuster Eisen-Zinklegierung Kann auch als Smartphone-Ständer verwendet werden Praktische Ringhalterung im Tropfen-Look Die RINGO Fingerhalterung von Networx lässt sich im Handumdrehen an";"4.99 EUR";"https://www.gravis.de/p/1/networx-ringo-wassertropfen-ringhalterung-fuer-iphone-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/fuer-Apple-iPad/Halterungen/Networx-Ringo-Wassertropfen-Ringhalterung-fuer-iPhone-grau-133192.html?campaign=standard";14618481;"Zubehör > für Apple iPad > Halterungen";"RH-MRS-OD001";"";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200126 200143 200144 200153 200168";"Zubehör"
"133107";"AVM FRITZ!Powerline 1260E Set, 2x WLAN-Adapter 1260E/1220E, 1.200 MBit/s";"Schnelles und sicheres WLAN aus jeder Steckdose realisieren Sie mit dem AVM FRITZ!Powerline 1260E WLAN Set. Mit diesem Komplettpaket erweitern Sie Ihr Heimnetzwerk Âber die Stromleitung mit Gigabit-Tempo und stellen WLAN selbst in den entlegensten RÂumen zur VerfÂgung, auch wenn sich diese in einem groen Abstand zum Router befinden. Und das mit einer extrem stabilen Verbindung fÂr hohe DatendurchsÂtze. Set bestehend aus 2 WLAN-Adaptern 1260E/1220E mit 1.200 MBit/s Erweitert das Heimnetz Âber die";"139.90 EUR";"https://www.gravis.de/p/1/avm-fritzpowerline-1260e-wlan-set-2x-wlan-adapter-1260e-1220e-1200-mbit-s_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/Netzwerk/Repeater/AVM-FRITZ-Powerline-1260E-Set-2x-WLAN-Adapter-1260E-1220E-1-200-MBit-s-133107.html?campaign=standard";24563837;"Zubehör > Netzwerk > Repeater";"20002795";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200121 200122 200123 200124 200128 200133 200134 200137 200141 200142 200143 200144 200145 200156 200157 200158 200159 200162 200163 200168 206141 208116 400000 400050";"Mobile Geräte"
"133047";"Nomad Clear Case, Schutzhülle für iPhone XS/X, Echtleder, braun";"Das Clear Case von Nomad verbindet klassisch edles Leder mit praktischen Schutz für Ihr Apple iPhone XS und iPhone X. Dabei liegt es dennoch dünn und leicht in der Hand, damit Sie weiterhin Ihr Apple iPhone wie gewohnt nutzen können. Durch die exklusive Hoween- Lederfläche entwickelt Ihr Case eine ganz individuelle Struktur und macht es zu einem individuellen Accessoire. Schutzhülle für Apple iPhone XS & X Mit Hoween-Leder aus Chicago Lederfläche entwickelt einzigartige Patina Zuverlässiger";"24.99 EUR";"https://www.gravis.de/p/1/nomad-clear-case-schutzhueller-fuer-iphone-x-echtleder-braun_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-XS/Nomad-Clear-Case-Schutzhuelle-fuer-iPhone-XS-X-Echtleder-braun-133047.html?campaign=standard";28818509;"Taschen & Hüllen > für Apple iPhone > für iPhone XS";"CASE-IX-CLEAR-BR";"";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200123";"Standard"
"133025";"Apple Lederarmband modern, für Apple Watch 38 mm, Leder, M, zartrosa";"Eine kleine französische Gerberei produziert das weiche Granada Leder für dieses elegante Armband. Was nach einem einteiligen Schnallenverschluss aussieht, ist tatsächlich ein zweiteiliger Magnetverschluss, der sich leicht öffnen und schließen lässt. Außerdem hat es eine Innenschicht aus Vectran, um das Material zu verstärken. Dasselbe Material wurde von der NASA für die Lande-Airbags des Mars Rover verwendet. 38 mm: Armband Medium für 145165 mm Umfang.";"158.90 EUR";"https://www.gravis.de/p/1/apple-watch-lederarmband-fuer-apple-watch-38-mm-leder-m-zartrosa_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Wearables/Zubehoer/Armbaender/Apple-Lederarmband-modern-fuer-Apple-Watch-38-mm-Leder-M-zartrosa-133025.html?campaign=standard";21878494;"Wearables > Zubehör > Armbänder";"MJ582ZM/A";"";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200158";"Zubehör"
"133024";"Apple Lederarmband modern, für Apple Watch 38 mm, Leder, S, zartrosa";"Eine kleine französische Gerberei produziert das weiche Granada Leder für dieses elegante Armband. Was nach einem einteiligen Schnallenverschluss aussieht, ist tatsächlich ein zweiteiliger Magnetverschluss, der sich leicht öffnen und schließen lässt. Außerdem hat es eine Innenschicht aus Vectran, um das Material zu verstärken. Dasselbe Material wurde von der NASA für die Lande-Airbags des Mars Rover verwendet. 38 mm: Armband Small für 135150 mm Umfang.";"158.90 EUR";"https://www.gravis.de/p/1/apple-watch-lederarmband-fuer-apple-watch-38-mm-leder-s-zartrosa_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Wearables/Zubehoer/Armbaender/Apple-Lederarmband-modern-fuer-Apple-Watch-38-mm-Leder-S-zartrosa-133024.html?campaign=standard";21878494;"Wearables > Zubehör > Armbänder";"MJ572ZM/A";"";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200158";"Zubehör"
"133019";"Apple Lederarmband klassisch, für Apple Watch 38 mm, Leder, fuchsienpink";"Dieses traditionelle Design ist aus Kalbsleder, das ganz natürlich altert und mit der Zeit eine schöne Patina bekommt. Ein zweiter Farbton an der Innenseite schafft durch den Kontrast einen besonderen Look und die farblich passende Kantennaht ergänzt das perfekt. Die viereckige Schließe hat einen Federmechanismus, der es einfacher macht, das Armband einzuführen. 38 mm: Armband für 130195 mm Umfang.";"158.90 EUR";"https://www.gravis.de/p/1/apple-watch-lederarmband-fuer-apple-watch-38-mm-leder-fuchsienpink_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Wearables/Zubehoer/Armbaender/Apple-Lederarmband-klassisch-fuer-Apple-Watch-38-mm-Leder-fuchsienpink-133019.html?campaign=standard";21878494;"Wearables > Zubehör > Armbänder";"MQUY2ZM/A";"";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200112";"Zubehör"
"132983";"Apple Watch 42 mm Nylonband, weiß-gestreift";"Jedes Armband aus gewebtem Nylon besteht aus über 500 synthetischen Fäden, verwebt zu einem einzigartigen, farbig gemusterten Gewebe. Vier Lagen dieses Gewebes werden jeweils zu einem stabilen Armband verflochten, das sich so angenehm wie Stoff anfühlt. 42 mm: Armband für 145215 mm Umfang.";"48.99 EUR";"https://www.gravis.de/p/1/apple-watch-42-mm-nylonband-weiss-gestreift_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Wearables/Zubehoer/Armbaender/Apple-Watch-42-mm-Nylonband-weiss-gestreift-132983.html?campaign=standard";21878494;"Wearables > Zubehör > Armbänder";"MQVT2ZM/A";"";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"208116";"Mobile Geräte"
"132910";"Apple Watch 38 mm Nylonband, dunkeloliv-kariert";"Jedes Armband aus gewebtem Nylon besteht aus über 500 synthetischen Fäden, verwebt zu einem einzigartigen, farbig gemusterten Gewebe. Vier Lagen dieses Gewebes werden jeweils zu einem stabilen Armband verflochten, das sich so angenehm wie Stoff anfühlt. 38 mm: Armband für 125195 mm Umfang.";"48.99 EUR";"https://www.gravis.de/p/1/apple-watch-38-mm-nylonband-dunkeloliv-kariert_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Wearables/Zubehoer/Armbaender/Apple-Watch-38-mm-Nylonband-dunkeloliv-kariert-132910.html?campaign=standard";21878494;"Wearables > Zubehör > Armbänder";"MQVF2ZM/A";"";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200158";"Mobile Geräte"
"132893";"Apple iPad Smart Cover, für iPad Pro 10,5´´, kobaltblau";"Dieses elegante Smart Cover schützt das Display Ihres iPad Pro. Öffnen Sie es und Ihr iPad Pro wacht auf. Schließen Sie es und es geht in den Ruhezustand. Es ist in verschiedenen Farben erhältlich, die zu Ihrem anderen Apple Zubehör passen.";"44.99 EUR";"https://www.gravis.de/p/1/apple-ipad-smart-cover-fuer-ipad-pro-10-526quot-kobaltblau_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPad/fuer-iPad-Pro-10-5-Zoll/Apple-iPad-Smart-Cover-fuer-iPad-Pro-10-5-Zoll-kobaltblau-132893.html?campaign=standard";21853940;"Taschen & Hüllen > für Apple iPad > für iPad Pro 10,5\´´";"MR5C2ZM/A";"";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200134 200137 200159";"Mobile Geräte"
"132891";"Apple Leder Case, für iPhone X, fuchsienpink";"Die für das iPhone X gemachten Cases passen perfekt zu seiner Form. So bleibt alles schön dünn. Sie werden aus speziell gegerbtem, veredeltem europäischen Leder hergestellt, das sich weich anfühlt und mit der Zeit eine schöne, natürliche Patina bekommt. Innen schützt ein Futter aus Mikrofaser Ihr iPhone. Und die metallischen Tastenabdeckungen passen zum Finish Ihres iPhone. Und zum kabellosen Laden müssen Sie das Case nicht abnehmen.";"54.99 EUR";"https://www.gravis.de/p/1/apple-leder-case-fuer-iphone-x-fuchsienpink_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-X/Apple-Leder-Case-fuer-iPhone-X-fuchsienpink-132891.html?campaign=standard";23022165;"Taschen & Hüllen > für Apple iPhone > für iPhone X";"MQTJ2ZM/A";"";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200168";"Zubehör"
"132871";"Apple Leder Case, für iPhone 7/8 Plus, fuchsienpink";"Die für das iPhone 8 Plus gemachten Cases passen perfekt zu seiner Form. So bleibt alles schön dünn. Sie werden aus speziell gegerbtem, veredeltem europäischen Leder hergestellt, das sich weich anfühlt und mit der Zeit eine schöne, natürliche Patina bekommt. Innen schützt ein Futter aus Mikrofaser Ihr iPhone. Und die metallischen Tastenabdeckungen passen zum Finish Ihres iPhone. Und zum kabellosen Laden müssen Sie das Case nicht abnehmen.";"44.99 EUR";"https://www.gravis.de/p/1/apple-leder-case-fuer-iphone-7-8-plus-fuchsienpink_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-8-Plus/Apple-Leder-Case-fuer-iPhone-7-8-Plus-fuchsienpink-132871.html?campaign=standard";23061059;"Taschen & Hüllen > für Apple iPhone > für iPhone 8 Plus";"MQHT2ZM/A";"";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200114";"Mobile Geräte"
"132870";"Apple Leder Case, für iPhone 7/8 Plus, kosmosblau";"Die für das iPhone 8 Plus gemachten Cases passen perfekt zu seiner Form. So bleibt alles schön dünn. Sie werden aus speziell gegerbtem, veredeltem europäischen Leder hergestellt, das sich weich anfühlt und mit der Zeit eine schöne, natürliche Patina bekommt. Innen schützt ein Futter aus Mikrofaser Ihr iPhone. Und die metallischen Tastenabdeckungen passen zum Finish Ihres iPhone. Und zum kabellosen Laden müssen Sie das Case nicht abnehmen.";"44.99 EUR";"https://www.gravis.de/p/1/apple-leder-case-fuer-iphone-7-8-plus-kosmosblau_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-8-Plus/Apple-Leder-Case-fuer-iPhone-7-8-Plus-kosmosblau-132870.html?campaign=standard";23061059;"Taschen & Hüllen > für Apple iPhone > für iPhone 8 Plus";"MQHR2ZM/A";"";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200159";"Mobile Geräte"
"132817";"Apple Leder Folio Case, für iPhone X, kosmosblau";"Die für das iPhone X gemachten Cases passen perfekt zu seiner Form. So bleibt alles schön dünn. Sie werden aus speziell gegerbtem, veredeltem europäischen Leder hergestellt, das sich weich anfühlt und mit der Zeit eine schöne, natürliche Patina bekommt. Innen schützt ein Futter aus Mikrofaser Ihr iPhone. Und die metallischen Tastenabdeckungen passen zum Finish Ihres iPhone. Und zum kabellosen Laden müssen Sie das Case nicht abnehmen.";"108.90 EUR";"https://www.gravis.de/p/1/apple-leder-folio-case-fuer-iphone-x-kosmosblau_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-X/Apple-Leder-Folio-Case-fuer-iPhone-X-kosmosblau-132817.html?campaign=standard";23022165;"Taschen & Hüllen > für Apple iPhone > für iPhone X";"MQRW2ZM/A";"";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200113 200117 200122 200124 200134 200142 200148";"Zubehör"
